"recorded_timestamp";"lon";"lat";"altitude";"speed";"orientation"
"2025-03-05 11:39:53.670";"22.9721383333333";"40.625945";"12.7";"59";"97"
"2025-03-05 11:39:53.697";"22.9360583333333";"40.6640866666667";"9";"0";"190"
"2025-03-05 11:39:53.710";"22.95422";"40.593295";"5.3";"35";"80"
"2025-03-05 11:39:53.713";"22.9346383333333";"40.63741";"4.6";"47";"306"
"2025-03-05 11:39:53.737";"22.84003";"40.6913666666667";"3.2";"119";"60"
"2025-03-05 11:39:53.750";"22.9240516666667";"40.6780566666667";"8.1";"0";"87"
"2025-03-05 11:39:53.763";"22.9249283333333";"40.6419716666667";"1.8";"43";"293"
"2025-03-05 11:39:53.767";"22.950585";"40.5983183333333";"1.6";"18";"179"
"2025-03-05 11:39:53.770";"22.95039";"40.6281583333333";"4.8";"59";"313"
"2025-03-05 11:39:53.783";"22.9044083333333";"40.65349";"1.9";"37";"285"
"2025-03-05 11:39:53.793";"22.9651766666667";"40.62788";"9.1";"21";"270"
"2025-03-05 11:39:53.803";"22.9643516666667";"40.6009333333333";"7.5";"34";"355"
"2025-03-05 11:39:53.810";"22.9417583333333";"40.6335566666667";"5";"39";"309"
"2025-03-05 11:39:53.820";"22.9720866666667";"40.6352833333333";"21.4";"80";"158"
"2025-03-05 11:39:53.837";"22.9418933333333";"40.6424966666667";"7.2";"0";"15"
"2025-03-05 11:39:53.840";"22.991765";"40.6088";"9.6";"36";"306"
"2025-03-05 11:39:53.847";"22.9677866666667";"40.579595";"10";"46";"326"
"2025-03-05 11:39:53.867";"22.85624";"40.6419833333333";"4.8";"0";"259"
"2025-03-05 11:39:53.890";"22.9831683333333";"40.6007016666667";"11.4";"37";"306"
"2025-03-05 11:39:53.893";"22.9492383333333";"40.6267116666667";"4.6";"0";"209"
"2025-03-05 11:39:53.897";"22.9418933333333";"40.6424966666667";"7.2";"0";"15"
"2025-03-05 11:39:53.907";"22.85624";"40.6419833333333";"4.8";"0";"259"
"2025-03-05 11:39:53.923";"22.9483683333333";"40.5863416666667";"7.1";"0";"0"
"2025-03-05 11:39:53.927";"23.0220483333333";"40.5600016666667";"10.3";"68";"208"
"2025-03-05 11:39:53.943";"22.9680983333333";"40.65986";"21.5";"47";"186"
"2025-03-05 11:39:53.973";"22.9990166666667";"40.6051533333333";"14.1";"83";"190"
"2025-03-05 11:39:53.983";"22.9712916666667";"40.5866583333333";"10.4";"74";"138"
"2025-03-05 11:39:53.987";"22.933755";"40.6378866666667";"3.8";"50";"304"
"2025-03-05 11:39:53.997";"22.9561566666667";"40.596625";"5.2";"27";"359"
"2025-03-05 11:39:54.053";"22.9631083333333";"40.5856533333333";"9.9";"0";"332"
"2025-03-05 11:39:54.063";"22.96945";"40.5929666666667";"7.7";"0";"138"
"2025-03-05 11:39:54.190";"22.9404866666667";"40.636075";"5.9";"2";"138"
"2025-03-05 11:39:54.193";"22.9028266666667";"40.66309";"2";"31";"328"
"2025-03-05 11:39:54.220";"22.84437";"40.6958266666667";"6.8";"86";"145"
"2025-03-05 11:39:54.227";"22.967725";"40.6592833333333";"21.1";"36";"236"
"2025-03-05 11:39:54.227";"22.9476033333333";"40.58182";"7.1";"0";"75"
"2025-03-05 11:39:54.253";"22.9675516666667";"40.6215733333333";"6.7";"11";"167"
"2025-03-05 11:39:54.297";"22.957425";"40.612425";"0.5";"0";"196"
"2025-03-05 11:39:54.347";"22.95277";"40.616185";"4.3";"48";"188"
"2025-03-05 11:39:54.467";"22.9418883333333";"40.642495";"7.2";"0";"15"
"2025-03-05 11:39:54.497";"23.017515";"40.5787633333333";"21.8";"46";"20"
"2025-03-05 11:39:54.510";"22.9798866666667";"40.525885";"5.3";"44";"45"
"2025-03-05 11:39:54.513";"22.9603266666667";"40.5851383333333";"7.7";"38";"56"
"2025-03-05 11:39:54.553";"22.9608716666667";"40.6002516666667";"3.3";"0";"335"
"2025-03-05 11:39:54.557";"22.9414283333333";"40.6852283333333";"11.9";"72";"198"
"2025-03-05 11:39:54.580";"22.8795266666667";"40.6736366666667";"5.1";"72";"123"
"2025-03-05 11:39:54.607";"23.006655";"40.5427016666667";"3.7";"91";"333"
"2025-03-05 11:39:54.630";"22.970985";"40.6132866666667";"9.199999999999999";"20";"303"
"2025-03-05 11:39:54.643";"22.9258633333333";"40.653775";"5.7";"19";"214"
"2025-03-05 11:39:54.663";"22.98653";"40.6007583333333";"8.6";"0";"88"
"2025-03-05 11:39:54.723";"22.9329033333333";"40.639955";"5.6";"28";"76"
"2025-03-05 11:39:54.730";"22.9439683333333";"40.6403333333333";"8.1";"0";"131"
"2025-03-05 11:39:54.730";"22.941045";"40.6328083333333";"1.3";"35";"127"
