"device_id";"NumberOfRecords";"timestamp"
"11";"144";"2025-02-17 10:45:03.233"
"12";"341";"2025-02-17 10:45:03.233"
"13";"236";"2025-02-17 10:45:03.233"
"14";"1980";"2025-02-17 10:45:03.233"
"15";"235";"2025-02-17 10:45:03.233"
"16";"0";"2025-02-17 10:45:03.233"
"17";"0";"2025-02-17 10:45:03.233"
"18";"105";"2025-02-17 10:45:03.233"
"19";"155";"2025-02-17 10:45:03.233"
"20";"271";"2025-02-17 10:45:03.233"
"21";"0";"2025-02-17 10:45:03.233"
"22";"0";"2025-02-17 10:45:03.233"
"23";"235";"2025-02-17 10:45:03.233"
"24";"0";"2025-02-17 10:45:03.233"
"25";"0";"2025-02-17 10:45:03.233"
"26";"0";"2025-02-17 10:45:03.233"
"27";"0";"2025-02-17 10:45:03.233"
"28";"0";"2025-02-17 10:45:03.233"
"29";"0";"2025-02-17 10:45:03.233"
"30";"0";"2025-02-17 10:45:03.233"
"31";"0";"2025-02-17 10:45:03.233"
"32";"0";"2025-02-17 10:45:03.233"
"33";"182";"2025-02-17 10:45:03.233"
"34";"218";"2025-02-17 10:45:03.233"
"35";"0";"2025-02-17 10:45:03.233"
"36";"0";"2025-02-17 10:45:03.233"
"37";"192";"2025-02-17 10:45:03.233"
"38";"0";"2025-02-17 10:45:03.233"
"39";"0";"2025-02-17 10:45:03.233"
"40";"229";"2025-02-17 10:45:03.233"
"41";"0";"2025-02-17 10:45:03.233"
"42";"71";"2025-02-17 10:45:03.233"
"43";"0";"2025-02-17 10:45:03.233"
"44";"203";"2025-02-17 10:45:03.233"
"45";"181";"2025-02-17 10:45:03.233"
"46";"0";"2025-02-17 10:45:03.233"
"47";"260";"2025-02-17 10:45:03.233"
"48";"0";"2025-02-17 10:45:03.233"
"49";"154";"2025-02-17 10:45:03.233"
"50";"254";"2025-02-17 10:45:03.233"
"51";"163";"2025-02-17 10:45:03.233"
"52";"0";"2025-02-17 10:45:03.233"
"53";"0";"2025-02-17 10:45:03.233"
"54";"0";"2025-02-17 10:45:03.233"
"55";"57";"2025-02-17 10:45:03.233"
"56";"0";"2025-02-17 10:45:03.233"
"57";"0";"2025-02-17 10:45:03.233"
"58";"0";"2025-02-17 10:45:03.233"
"59";"0";"2025-02-17 10:45:03.233"
"60";"0";"2025-02-17 10:45:03.233"
"61";"0";"2025-02-17 10:45:03.233"
"62";"0";"2025-02-17 10:45:03.233"
"63";"0";"2025-02-17 10:45:03.233"
"64";"0";"2025-02-17 10:45:03.233"
"65";"0";"2025-02-17 10:45:03.233"
"66";"0";"2025-02-17 10:45:03.233"
"67";"0";"2025-02-17 10:45:03.233"
"68";"0";"2025-02-17 10:45:03.233"
"69";"0";"2025-02-17 10:45:03.233"
"70";"0";"2025-02-17 10:45:03.233"
"71";"0";"2025-02-17 10:45:03.233"
"72";"225";"2025-02-17 10:45:03.233"
"73";"0";"2025-02-17 10:45:03.233"
"74";"322";"2025-02-17 10:45:03.233"
"75";"0";"2025-02-17 10:45:03.233"
"76";"0";"2025-02-17 10:45:03.233"
"77";"0";"2025-02-17 10:45:03.233"
"78";"0";"2025-02-17 10:45:03.233"
"79";"0";"2025-02-17 10:45:03.233"
"80";"0";"2025-02-17 10:45:03.233"
"93";"0";"2025-02-17 10:45:03.233"
