"Link_id";"Link_Direction";"Timestamp";"Speed";"UniqueEntries"
"4688531";"1";"2025-02-11 08:00:00.000";"13";"1"
"4688541";"2";"2025-02-11 09:00:00.000";"23";"1"
"4688542";"1";"2025-02-10 13:15:00.000";"27";"1"
"4688542";"2";"2025-02-10 11:45:00.000";"35";"1"
"4688547";"2";"2025-02-10 19:45:00.000";"27";"1"
"4688548";"1";"2025-02-11 11:15:00.000";"5";"1"
"4688549";"1";"2025-02-11 11:15:00.000";"27";"13"
"4688550";"1";"2025-02-11 11:15:00.000";"22";"3"
"4825719";"1";"2025-02-11 11:15:00.000";"25";"7"
"4825719";"2";"2025-02-11 11:15:00.000";"22";"1"
"4959032";"1";"2025-02-11 10:45:00.000";"48";"1"
"4959083";"1";"2025-02-11 11:15:00.000";"26";"1"
"4959083";"2";"2025-02-11 11:00:00.000";"28";"1"
"7853485";"2";"2025-02-11 10:30:00.000";"19";"1"
"7853493";"1";"2025-02-11 10:45:00.000";"22";"1"
"9774971";"1";"2025-02-11 11:15:00.000";"71";"1"
"11110026";"1";"2025-02-10 18:00:00.000";"24";"1"
"13769164";"1";"2025-02-11 11:15:00.000";"21";"3"
"13769290";"1";"2025-02-11 11:15:00.000";"24";"2"
"13769313";"1";"2025-02-11 09:15:00.000";"18";"1"
"13769313";"2";"2025-02-11 09:30:00.000";"23";"1"
"13866832";"1";"2025-02-11 09:45:00.000";"27";"1"
"13866835";"1";"2025-02-11 10:00:00.000";"26";"1"
"13866973";"1";"2025-02-11 11:15:00.000";"73";"1"
"13868791";"1";"2025-02-11 11:15:00.000";"30";"14"
"13868862";"2";"2025-02-11 00:45:00.000";"6";"1"
"13987098";"1";"2025-02-11 11:15:00.000";"79";"4"
"14087678";"1";"2025-02-11 11:00:00.000";"23";"1"
"14088029";"1";"2025-02-11 10:30:00.000";"25";"1"
"14088029";"2";"2025-02-11 10:45:00.000";"26";"1"
"14088080";"1";"2025-02-11 11:15:00.000";"20";"1"
"14088246";"1";"2025-02-11 11:15:00.000";"32";"2"
"14088380";"1";"2025-02-11 11:15:00.000";"19";"6"
"14088780";"1";"2025-02-11 11:15:00.000";"35";"6"
"14089056";"1";"2025-02-11 11:15:00.000";"22";"2"
"14089056";"2";"2025-02-11 11:15:00.000";"23";"3"
"14121198";"2";"2025-02-11 07:30:00.000";"66";"1"
"14123888";"1";"2025-02-11 10:45:00.000";"90";"1"
"14124057";"1";"2025-02-11 10:30:00.000";"74";"1"
"14124723";"1";"2025-02-10 15:15:00.000";"27";"1"
"14125050";"1";"2025-02-11 11:00:00.000";"88";"1"
"14125325";"1";"2025-02-11 11:15:00.000";"1";"1"
"14125455";"1";"2025-02-11 11:00:00.000";"35";"1"
"14125455";"2";"2025-02-11 10:00:00.000";"34";"1"
"14125517";"1";"2025-02-11 11:15:00.000";"20";"2"
"14125517";"2";"2025-02-11 11:15:00.000";"24";"2"
"14125757";"1";"2025-02-11 11:00:00.000";"22";"1"
"14126204";"1";"2025-02-11 11:00:00.000";"23";"1"
"14126204";"2";"2025-02-11 08:45:00.000";"29";"1"
"14126223";"1";"2025-02-11 07:00:00.000";"12";"1"
"14126239";"1";"2025-02-11 11:15:00.000";"25";"4"
"14126392";"1";"2025-02-11 11:15:00.000";"21";"5"
"14126665";"1";"2025-02-11 11:15:00.000";"37";"5"
"14128773";"1";"2025-02-11 11:00:00.000";"12";"1"
"14129474";"1";"2025-02-11 11:15:00.000";"111";"1"
"14133302";"1";"2025-02-10 23:15:00.000";"102";"1"
"14133333";"1";"2025-02-11 10:30:00.000";"83";"1"
"14146941";"2";"2025-02-10 20:30:00.000";"36";"1"
"14149656";"1";"2025-02-11 07:45:00.000";"36";"1"
"14149803";"1";"2025-02-11 10:00:00.000";"45";"1"
"14149892";"1";"2025-02-11 10:15:00.000";"44";"1"
"14149892";"2";"2025-02-11 10:15:00.000";"46";"1"
"14156116";"1";"2025-02-11 11:00:00.000";"20";"1"
"14156160";"1";"2025-02-11 10:00:00.000";"23";"1"
"14156290";"1";"2025-02-10 17:30:00.000";"23";"1"
"14156290";"2";"2025-02-11 07:45:00.000";"22";"1"
"14156451";"1";"2025-02-10 16:15:00.000";"25";"1"
"14156516";"2";"2025-02-11 11:15:00.000";"19";"4"
"14156541";"1";"2025-02-11 11:15:00.000";"18";"1"
"14156574";"1";"2025-02-11 11:15:00.000";"50";"1"
"14156737";"1";"2025-02-11 10:45:00.000";"13";"1"
"14157039";"1";"2025-02-11 11:15:00.000";"29";"1"
"14157039";"2";"2025-02-10 18:00:00.000";"23";"1"
"14157112";"1";"2025-02-11 11:15:00.000";"19";"1"
"14157560";"1";"2025-02-10 23:00:00.000";"34";"1"
"14157738";"2";"2025-02-10 11:45:00.000";"13";"1"
"14158208";"1";"2025-02-11 11:15:00.000";"33";"2"
"14158208";"2";"2025-02-11 11:15:00.000";"33";"3"
