"recorded_timestamp";"lon";"lat";"altitude";"speed";"orientation"
"2025-03-06 10:57:20.163";"22.967825";"40.5844683333333";"9.4";"20";"153"
"2025-03-06 10:57:20.197";"22.9598283333333";"40.6705233333333";"12.6";"27";"39"
"2025-03-06 10:57:20.203";"22.9603933333333";"40.667505";"16.6";"51";"190"
"2025-03-06 10:57:20.207";"22.96611";"40.60836";"7.2";"21";"296"
"2025-03-06 10:57:20.300";"22.92782";"40.6661916666667";"8.4";"0";"97"
"2025-03-06 10:57:20.313";"22.9441333333333";"40.6357616666667";"1.4";"0";"281"
"2025-03-06 10:57:20.317";"22.9499616666667";"40.5927116666667";"5.3";"9";"225"
"2025-03-06 10:57:20.367";"22.944395";"40.6311516666667";"3.4";"0";"76"
"2025-03-06 10:57:20.413";"22.9859466666667";"40.61153";"11.7";"0";"202"
"2025-03-06 10:57:20.420";"22.94176";"40.6581716666667";"9.199999999999999";"22";"59"
"2025-03-06 10:57:20.440";"22.9567016666667";"40.6219633333333";"5.7";"17";"208"
"2025-03-06 10:57:20.463";"22.9640366666667";"40.6186783333333";"4";"0";"284"
"2025-03-06 10:57:20.473";"22.9313183333333";"40.642755";"1.8";"0";"356"
"2025-03-06 10:57:20.487";"22.9535133333333";"40.6303216666667";"6.3";"31";"7"
"2025-03-06 10:57:20.517";"22.9483483333333";"40.6278833333333";"0.2";"0";"165"
"2025-03-06 10:57:20.580";"22.9544866666667";"40.61641";"6.7";"45";"8"
"2025-03-06 10:57:20.583";"22.9892533333333";"40.6041083333333";"10.8";"24";"141"
"2025-03-06 10:57:20.583";"22.9617066666667";"40.67578";"12";"0";"352"
"2025-03-06 10:57:20.590";"22.98581";"40.60606";"10.2";"45";"125"
"2025-03-06 10:57:20.593";"22.956385";"40.6131083333333";"2.7";"0";"357"
"2025-03-06 10:57:20.617";"22.9388766666667";"40.64048";"6.1";"35";"87"
"2025-03-06 10:57:20.673";"22.947355";"40.6308333333333";"2.3";"0";"53"
"2025-03-06 10:57:20.707";"22.9776683333333";"40.5260283333333";"5.2";"0";"273"
"2025-03-06 10:57:20.783";"22.9706666666667";"40.5991483333333";"7.6";"19";"163"
"2025-03-06 10:57:20.790";"22.9094766666667";"40.6713483333333";"6.1";"30";"13"
"2025-03-06 10:57:20.790";"22.92687";"40.506525";"6.1";"0";"207"
"2025-03-06 10:57:20.853";"22.9270283333333";"40.5066";"5.1";"0";"263"
"2025-03-06 10:57:20.877";"22.9644483333333";"40.71641";"20.7";"89";"52"
"2025-03-06 10:57:20.923";"22.9594466666667";"40.6009316666667";"5.3";"1";"95"
